cv_metric_AUC,logLoss,AUC,prAUC,Accuracy,Kappa,F1,Sensitivity,Specificity,Pos_Pred_Value,Neg_Pred_Value,Precision,Recall,Detection_Rate,Balanced_Accuracy,method,seed,dataset
0.901080471380471,0.554819643924974,0.772727272727273,0.674161274917576,0.702702702702703,0,NA,0,1,NA,0.702702702702703,NA,0,0,0.5,glmnet,100,data_gl_lambda
0.861918085618086,0.540489576998968,0.842657342657343,0.720027640550219,0.702702702702703,0,0.825396825396825,1,0,0.702702702702703,NA,0.702702702702703,1,0.702702702702703,0.5,glmnet,101,data_gl_lambda
0.859953342953343,0.555148144544446,0.776223776223776,0.686295599888719,0.675675675675676,-0.0521327014218013,0.806451612903226,0.961538461538462,0,0.694444444444445,0,0.694444444444444,0.961538461538462,0.675675675675676,0.480769230769231,glmnet,102,data_gl_lambda
0.871241606541607,0.513169247086825,0.811188811188811,0.755716851403279,0.783783783783784,0.345132743362832,0.866666666666667,1,0.272727272727273,0.764705882352941,1,0.764705882352941,1,0.702702702702703,0.636363636363636,glmnet,103,data_gl_lambda
0.844062866762867,0.527905795490446,0.874125874125874,0.773981463272111,0.702702702702703,0,NA,0,1,NA,0.702702702702703,NA,0,0,0.5,glmnet,104,data_gl_lambda
0.886835113035113,0.56827605317986,0.737762237762238,0.656050987442453,0.702702702702703,0,0.825396825396825,1,0,0.702702702702703,NA,0.702702702702703,1,0.702702702702703,0.5,glmnet,105,data_gl_lambda
0.877122174122174,0.566412697376349,0.807692307692308,0.693024381727347,0.702702702702703,0,0.825396825396825,1,0,0.702702702702703,NA,0.702702702702703,1,0.702702702702703,0.5,glmnet,106,data_gl_lambda
0.864655122655123,0.548293567669248,0.863636363636364,0.746113129534091,0.702702702702703,0,0.825396825396825,1,0,0.702702702702703,NA,0.702702702702703,1,0.702702702702703,0.5,glmnet,107,data_gl_lambda
0.884513468013468,0.545462262997327,0.828671328671329,0.731273176439404,0.702702702702703,0,0.825396825396825,1,0,0.702702702702703,NA,0.702702702702703,1,0.702702702702703,0.5,glmnet,108,data_gl_lambda
0.840342472342472,0.524720166201595,0.909090909090909,0.828320761996592,0.702702702702703,0,0.825396825396825,1,0,0.702702702702703,NA,0.702702702702703,1,0.702702702702703,0.5,glmnet,109,data_gl_lambda
