No,Yes,actual,tp,fp,sensitivity,fpr,specificity,precision,dataset,method,seed
0.9619512250875514,0.03804877491244864,Yes,0,1,0,0.14285714285714285,0.8571428571428572,0,words-mini_SLURM,glmnet,100
0.8598753430996985,0.14012465690030151,No,1,1,0.08333333333333333,0.14285714285714285,0.8571428571428572,0.5,words-mini_SLURM,glmnet,100
0.795442200525688,0.204557799474312,No,2,1,0.16666666666666666,0.14285714285714285,0.8571428571428572,0.6666666666666666,words-mini_SLURM,glmnet,100
0.7799117238312925,0.22008827616870744,No,3,1,0.25,0.14285714285714285,0.8571428571428572,0.75,words-mini_SLURM,glmnet,100
0.7591159158475433,0.24088408415245668,No,4,1,0.3333333333333333,0.14285714285714285,0.8571428571428572,0.8,words-mini_SLURM,glmnet,100
0.7090848643775789,0.2909151356224211,No,5,1,0.4166666666666667,0.14285714285714285,0.8571428571428572,0.8333333333333334,words-mini_SLURM,glmnet,100
0.6889685240269738,0.3110314759730262,No,6,1,0.5,0.14285714285714285,0.8571428571428572,0.8571428571428571,words-mini_SLURM,glmnet,100
0.6782499773246239,0.3217500226753761,No,7,1,0.5833333333333334,0.14285714285714285,0.8571428571428572,0.875,words-mini_SLURM,glmnet,100
0.6637927120562166,0.33620728794378346,Yes,7,2,0.5833333333333334,0.2857142857142857,0.7142857142857143,0.7777777777777778,words-mini_SLURM,glmnet,100
0.6482568587638563,0.3517431412361437,Yes,7,3,0.5833333333333334,0.42857142857142855,0.5714285714285714,0.7,words-mini_SLURM,glmnet,100
0.6476788534611024,0.3523211465388976,Yes,7,4,0.5833333333333334,0.5714285714285714,0.4285714285714286,0.6363636363636364,words-mini_SLURM,glmnet,100
0.6432079372249335,0.3567920627750664,No,8,4,0.6666666666666666,0.5714285714285714,0.4285714285714286,0.6666666666666666,words-mini_SLURM,glmnet,100
0.6253514764395035,0.3746485235604965,No,9,4,0.75,0.5714285714285714,0.4285714285714286,0.6923076923076923,words-mini_SLURM,glmnet,100
0.625237973338407,0.37476202666159303,No,10,4,0.8333333333333334,0.5714285714285714,0.4285714285714286,0.7142857142857143,words-mini_SLURM,glmnet,100
0.5859876125332735,0.4140123874667265,No,11,4,0.9166666666666666,0.5714285714285714,0.4285714285714286,0.7333333333333333,words-mini_SLURM,glmnet,100
0.5484165724817933,0.45158342751820674,No,12,4,1,0.5714285714285714,0.4285714285714286,0.75,words-mini_SLURM,glmnet,100
0.5241428941699384,0.4758571058300615,Yes,12,5,1,0.7142857142857143,0.2857142857142857,0.7058823529411765,words-mini_SLURM,glmnet,100
0.4884045557856917,0.5115954442143084,Yes,12,6,1,0.8571428571428571,0.1428571428571429,0.6666666666666666,words-mini_SLURM,glmnet,100
0.3877076152445179,0.6122923847554821,Yes,12,7,1,1,0,0.631578947368421,words-mini_SLURM,glmnet,100
0.9025010715554168,0.0974989284445832,No,1,0,0.08333333333333333,0,1,1,words-mini_SLURM,glmnet,101
0.7847801883601792,0.21521981163982085,No,2,0,0.16666666666666666,0,1,1,words-mini_SLURM,glmnet,101
0.7704216546373817,0.22957834536261829,No,3,0,0.25,0,1,1,words-mini_SLURM,glmnet,101
0.74556606209110865,0.2544339379088913,Yes,3,1,0.25,0.14285714285714285,0.8571428571428572,0.75,words-mini_SLURM,glmnet,101
0.7332927257236546,0.26670727427634544,Yes,3,2,0.25,0.2857142857142857,0.7142857142857143,0.6,words-mini_SLURM,glmnet,101
0.7332630425068752,0.26673695749312476,No,4,2,0.3333333333333333,0.2857142857142857,0.7142857142857143,0.6666666666666666,words-mini_SLURM,glmnet,101
0.7075440034443501,0.2924559965556499,Yes,4,3,0.3333333333333333,0.42857142857142855,0.5714285714285714,0.5714285714285714,words-mini_SLURM,glmnet,101
0.698387825595674,0.30161217440432597,No,5,3,0.4166666666666667,0.42857142857142855,0.5714285714285714,0.625,words-mini_SLURM,glmnet,101
0.6769884026324822,0.3230115973675179,No,6,3,0.5,0.42857142857142855,0.5714285714285714,0.6666666666666666,words-mini_SLURM,glmnet,101
0.6668141676438882,0.33318583235611177,No,7,3,0.5833333333333334,0.42857142857142855,0.5714285714285714,0.7,words-mini_SLURM,glmnet,101
0.664512872737528,0.33548712726247193,Yes,7,4,0.5833333333333334,0.5714285714285714,0.4285714285714286,0.6363636363636364,words-mini_SLURM,glmnet,101
0.6617828547384988,0.33821714526150115,No,8,4,0.6666666666666666,0.5714285714285714,0.4285714285714286,0.6666666666666666,words-mini_SLURM,glmnet,101
0.6588052565900198,0.34119474340998024,No,9,4,0.75,0.5714285714285714,0.4285714285714286,0.6923076923076923,words-mini_SLURM,glmnet,101
0.6402694827354911,0.3597305172645089,No,10,4,0.8333333333333334,0.5714285714285714,0.4285714285714286,0.7142857142857143,words-mini_SLURM,glmnet,101
0.6380033944294905,0.36199660557050944,No,11,4,0.9166666666666666,0.5714285714285714,0.4285714285714286,0.7333333333333333,words-mini_SLURM,glmnet,101
0.5820255043769351,0.4179744956230649,Yes,11,5,0.9166666666666666,0.7142857142857143,0.2857142857142857,0.6875,words-mini_SLURM,glmnet,101
0.5494099232086859,0.4505900767913142,Yes,11,6,0.9166666666666666,0.8571428571428571,0.1428571428571429,0.6470588235294118,words-mini_SLURM,glmnet,101
0.5239691773312023,0.4760308226687977,Yes,11,7,0.9166666666666666,1,0,0.6111111111111112,words-mini_SLURM,glmnet,101
0.4595033889571254,0.5404966110428746,No,12,7,1,1,0,0.631578947368421,words-mini_SLURM,glmnet,101
